111	1770290325	142266368
222	1770290325	270472806.4
333	1770290325	157733711.4
444	1770290325	104837120
111	1770290340	142266368
222	1770290340	270472806.4
333	1770290340	157809840.6
444	1770290340	105197568
111	1770290355	142266368
222	1770290355	270472806.4
333	1770290355	157851012.4
444	1770290355	104681472
111	1770290370	142266368
222	1770290370	270472806.4
333	1770290370	157881308.7
444	1770290370	105451520
111	1770290385	142266368
222	1770290385	270472806.4
333	1770290385	157714290.8
444	1770290385	105361408
111	1770290400	142266368
222	1770290400	270551722.7
333	1770290400	157808569.4
444	1770290400	105807872
111	1770290415	142266368
222	1770290415	270551722.7
333	1770290415	157833427.9
444	1770290415	104431616
111	1770290430	142266368
222	1770290430	270551722.7
333	1770290430	157862170.5
444	1770290430	104960000
111	1770290445	142266368
222	1770290445	270551722.7
333	1770290445	157850518.1
444	1770290445	104689664
111	1770290460	142266368
222	1770290460	270551722.7
333	1770290460	157906449.7
444	1770290460	105000960
111	1770290475	142266368
222	1770290475	270551722.7
333	1770290475	157879260.7
444	1770290475	105066496
111	1770290490	142266368
222	1770290490	270620945.1
333	1770290490	157946844.7
444	1770290490	105439232
111	1770290505	142266368
222	1770290505	270620945.1
333	1770290505	157796917
444	1770290505	105095168
111	1770290520	142266368
222	1770290520	270542028.8
333	1770290520	157817891.3
444	1770290520	105533440
111	1770290535	142266368
222	1770290535	270542028.8
333	1770290535	157856732.7
444	1770290535	106094592
111	1770290550	142266368
222	1770290550	270547353.6
333	1770290550	157889359.4
444	1770290550	105627648
111	1770290565	142266368
222	1770290565	270547353.6
333	1770290565	158011886.3
444	1770290565	105340928
111	1770290580	142266368
222	1770290580	270545032.5
333	1770290580	158532996.4
444	1770290580	105332736
111	1770290595	142266368
222	1770290595	270561006.9
333	1770290595	158412023.2
444	1770290595	105062400
111	1770290610	142266368
222	1770290610	270561006.9
333	1770290610	158444649.9
444	1770290610	104943616
111	1770290625	142266368
222	1770290625	270561006.9
333	1770290625	158458632.8
444	1770290625	104579072
111	1770290640	142163968
222	1770290640	270565649.1
333	1770290640	158516118.1
444	1770290640	104914944
111	1770290655	142163968
222	1770290655	270565649.1
333	1770290655	158525440
444	1770290655	105213952
111	1770290670	142163968
222	1770290670	270565649.1
333	1770290670	158557289.9
444	1770290670	105910272
111	1770290685	142163968
222	1770290685	270563874.1
333	1770290685	158416048.6
444	1770290685	105635840
111	1770290700	142163968
222	1770290700	270587084.8
333	1770290700	158471980.1
